id,full_name,gender,device_type,ad_position,browsing_history,time_of_day,click,cluster,age_imputed
1178,User1178,Male,Desktop,Bottom,Entertainment,Evening,1,1,40.0
3719,User3719,Male,Desktop,Bottom,Entertainment,Night,0,2,40.0
412,User412,Female,Tablet,Top,News,Evening,1,3,42.0
2602,User2602,Female,Desktop,Side,Shopping,Morning,1,4,42.0
4057,User4057,Female,Desktop,Side,Education,Evening,1,1,40.0
5909,User5909,Female,Tablet,Top,Education,Afternoon,1,3,45.0
1460,User1460,Female,Mobile,Side,Education,Afternoon,0,3,42.0
6438,User6438,Non-Binary,Tablet,Top,Entertainment,Night,1,0,53.0
1041,User1041,Non-Binary,Mobile,Side,Entertainment,Morning,1,0,37.0
9894,User9894,Female,Mobile,Top,Education,Afternoon,1,3,42.0
8373,User8373,Male,Desktop,Bottom,Shopping,Afternoon,1,1,29.0
824,User824,Male,Desktop,Bottom,News,Morning,0,2,24.0
24,User24,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
6592,User6592,Non-Binary,Desktop,Bottom,Entertainment,Evening,0,1,59.0
5766,User5766,Male,Desktop,Side,Social Media,Evening,1,4,63.0
6855,User6855,Male,Mobile,Side,Social Media,Night,0,4,42.0
1704,User1704,Female,Tablet,Bottom,Shopping,Evening,1,4,61.0
234,User234,Female,Tablet,Bottom,Social Media,Morning,1,4,19.0
1664,User1664,Male,Desktop,Bottom,Entertainment,Night,0,2,40.0
8789,User8789,Female,Desktop,Top,Entertainment,Night,1,2,44.0
301,User301,Male,Tablet,Side,Education,Evening,1,3,59.0
5034,User5034,Male,Mobile,Side,Shopping,Afternoon,0,4,42.0
5366,User5366,Male,Desktop,Bottom,Entertainment,Night,0,2,59.0
4419,User4419,Female,Desktop,Top,Entertainment,Afternoon,0,1,59.0
7235,User7235,Female,Tablet,Top,Education,Afternoon,0,3,47.0
4875,User4875,Male,Tablet,Side,Education,Evening,0,3,42.0
8264,User8264,Male,Desktop,Top,News,Morning,0,2,40.0
5419,User5419,Male,Tablet,Top,Entertainment,Morning,1,0,40.0
6880,User6880,Female,Mobile,Side,News,Morning,1,4,42.0
684,User684,Female,Mobile,Bottom,Education,Afternoon,0,3,42.0
3297,User3297,Female,Tablet,Bottom,Entertainment,Morning,1,0,40.0
3325,User3325,Male,Mobile,Bottom,Education,Morning,1,0,40.0
8373,User8373,Male,Desktop,Side,Entertainment,Afternoon,1,1,40.0
8252,User8252,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
3177,User3177,Non-Binary,Tablet,Bottom,Education,Morning,0,0,18.0
4876,User4876,Non-Binary,Tablet,Bottom,Entertainment,Night,0,0,40.0
5780,User5780,Female,Mobile,Bottom,Entertainment,Afternoon,1,3,42.0
272,User272,Female,Desktop,Side,Entertainment,Morning,0,2,44.0
7602,User7602,Male,Desktop,Bottom,Entertainment,Morning,0,2,21.0
5425,User5425,Non-Binary,Mobile,Side,Entertainment,Afternoon,1,3,42.0
5100,User5100,Male,Mobile,Side,Shopping,Morning,1,4,42.0
6372,User6372,Female,Tablet,Side,Shopping,Morning,0,4,42.0
1910,User1910,Male,Desktop,Side,Social Media,Morning,1,4,63.0
9311,User9311,Non-Binary,Desktop,Side,Social Media,Afternoon,1,4,42.0
8883,User8883,Female,Mobile,Top,Education,Evening,1,3,42.0
3037,User3037,Male,Mobile,Side,Shopping,Morning,1,4,42.0
175,User175,Female,Desktop,Side,News,Afternoon,0,1,24.0
9422,User9422,Non-Binary,Mobile,Side,Entertainment,Night,1,0,21.0
7152,User7152,Non-Binary,Tablet,Side,Entertainment,Morning,1,0,32.0
2373,User2373,Male,Mobile,Bottom,Social Media,Night,1,4,31.0
7151,User7151,Non-Binary,Tablet,Side,Entertainment,Morning,1,0,40.0
191,User191,Male,Desktop,Side,Entertainment,Morning,0,2,19.0
2289,User2289,Female,Desktop,Bottom,Shopping,Morning,1,4,42.0
3235,User3235,Male,Desktop,Bottom,Entertainment,Evening,0,1,57.0
3042,User3042,Male,Mobile,Side,Social Media,Afternoon,1,4,42.0
1335,User1335,Female,Mobile,Side,Social Media,Morning,0,4,56.0
5579,User5579,Female,Mobile,Side,Education,Evening,1,3,42.0
8832,User8832,Non-Binary,Tablet,Bottom,Entertainment,Night,1,0,40.0
5451,User5451,Male,Desktop,Side,Social Media,Morning,0,4,23.0
4086,User4086,Female,Desktop,Top,Entertainment,Morning,1,2,40.0
2297,User2297,Male,Tablet,Bottom,Education,Morning,1,0,40.0
3929,User3929,Female,Tablet,Side,Education,Afternoon,0,3,55.0
9642,User9642,Non-Binary,Desktop,Bottom,Entertainment,Evening,1,1,40.0
7232,User7232,Male,Tablet,Bottom,Shopping,Morning,0,4,42.0
4840,User4840,Male,Desktop,Bottom,Entertainment,Morning,0,2,48.0
7924,User7924,Male,Desktop,Bottom,Shopping,Morning,1,4,42.0
858,User858,Non-Binary,Tablet,Side,Social Media,Afternoon,0,4,49.0
4697,User4697,Female,Mobile,Side,Education,Afternoon,1,3,42.0
8127,User8127,Male,Tablet,Bottom,Entertainment,Night,1,0,40.0
8097,User8097,Non-Binary,Tablet,Side,Social Media,Evening,1,4,30.0
5656,User5656,Non-Binary,Mobile,Top,Entertainment,Night,0,0,40.0
2309,User2309,Male,Tablet,Bottom,Entertainment,Night,1,0,22.0
2428,User2428,Female,Tablet,Side,Education,Evening,1,3,33.0
6248,User6248,Female,Mobile,Top,Education,Evening,1,3,48.0
6441,User6441,Male,Desktop,Top,Entertainment,Night,1,2,40.0
8179,User8179,Female,Desktop,Top,Entertainment,Afternoon,0,1,62.0
4113,User4113,Non-Binary,Tablet,Side,News,Night,0,0,40.0
1370,User1370,Female,Desktop,Bottom,Entertainment,Night,1,2,40.0
8692,User8692,Male,Mobile,Bottom,Education,Afternoon,1,3,42.0
7511,User7511,Female,Desktop,Side,Shopping,Night,1,2,40.0
7270,User7270,Non-Binary,Mobile,Top,Entertainment,Night,0,0,54.0
7322,User7322,Female,Desktop,Bottom,Entertainment,Afternoon,1,1,40.0
5596,User5596,Male,Tablet,Top,Social Media,Afternoon,1,4,43.0
9231,User9231,Male,Desktop,Top,Shopping,Evening,1,4,21.0
7479,User7479,Female,Desktop,Top,Entertainment,Afternoon,0,1,54.0
7581,User7581,Non-Binary,Mobile,Side,Entertainment,Morning,0,0,40.0
5276,User5276,Male,Tablet,Side,Shopping,Morning,1,4,42.0
3483,User3483,Non-Binary,Mobile,Side,Entertainment,Morning,1,0,20.0
6287,User6287,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
1171,User1171,Female,Mobile,Bottom,Entertainment,Night,1,0,40.0
3429,User3429,Male,Tablet,Side,Social Media,Morning,1,4,59.0
4836,User4836,Female,Tablet,Side,Education,Evening,1,3,55.0
6409,User6409,Male,Desktop,Top,Entertainment,Night,1,2,40.0
3236,User3236,Female,Mobile,Bottom,Entertainment,Morning,1,0,56.0
7228,User7228,Male,Desktop,Bottom,Shopping,Night,0,2,40.0
2520,User2520,Non-Binary,Mobile,Top,Education,Afternoon,0,3,42.0
8561,User8561,Male,Mobile,Bottom,Education,Evening,1,3,42.0
9572,User9572,Male,Mobile,Bottom,Social Media,Morning,1,4,38.0
7964,User7964,Male,Desktop,Bottom,Education,Night,0,2,31.0
7750,User7750,Male,Desktop,Side,Entertainment,Morning,1,2,46.0
2272,User2272,Non-Binary,Tablet,Bottom,News,Morning,1,0,40.0
2096,User2096,Male,Desktop,Top,Entertainment,Night,1,2,48.0
4361,User4361,Female,Tablet,Side,Education,Afternoon,1,3,29.0
3323,User3323,Female,Tablet,Top,Education,Afternoon,1,3,48.0
7511,User7511,Male,Desktop,Side,Shopping,Night,1,2,31.0
315,User315,Non-Binary,Desktop,Side,Social Media,Evening,1,4,42.0
8190,User8190,Female,Mobile,Side,Education,Afternoon,1,3,26.0
9736,User9736,Female,Desktop,Bottom,Education,Evening,1,1,46.0
9407,User9407,Female,Desktop,Top,News,Afternoon,0,1,30.0
1077,User1077,Non-Binary,Desktop,Top,Entertainment,Afternoon,1,1,40.0
2854,User2854,Female,Desktop,Bottom,Entertainment,Afternoon,0,1,40.0
8789,User8789,Female,Desktop,Top,Entertainment,Evening,1,1,44.0
8745,User8745,Non-Binary,Mobile,Bottom,Education,Night,0,0,40.0
2922,User2922,Non-Binary,Desktop,Top,Entertainment,Evening,0,1,56.0
973,User973,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,37.0
5860,User5860,Female,Desktop,Bottom,Entertainment,Morning,1,2,40.0
7445,User7445,Non-Binary,Desktop,Bottom,Entertainment,Night,0,2,43.0
1126,User1126,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,40.0
5339,User5339,Female,Desktop,Top,Education,Evening,0,1,24.0
9990,User9990,Male,Desktop,Side,Education,Night,1,2,25.0
2297,User2297,Male,Tablet,Side,Education,Morning,1,0,57.0
8018,User8018,Male,Desktop,Side,Entertainment,Night,1,2,40.0
1296,User1296,Female,Tablet,Top,Education,Evening,1,3,34.0
3906,User3906,Non-Binary,Tablet,Bottom,Education,Evening,1,3,42.0
682,User682,Non-Binary,Mobile,Side,Entertainment,Morning,0,0,42.0
4691,User4691,Female,Tablet,Top,Education,Evening,0,3,49.0
9504,User9504,Male,Tablet,Top,Shopping,Morning,1,4,42.0
1171,User1171,Female,Desktop,Bottom,Entertainment,Night,1,2,40.0
58,User58,Female,Mobile,Top,Shopping,Morning,1,4,36.0
6669,User6669,Female,Mobile,Side,News,Night,1,0,38.0
4267,User4267,Female,Mobile,Top,Shopping,Night,0,4,24.0
3060,User3060,Male,Mobile,Bottom,News,Morning,1,4,42.0
8937,User8937,Female,Tablet,Side,Education,Afternoon,1,3,57.0
6287,User6287,Female,Tablet,Bottom,Entertainment,Morning,1,0,40.0
9753,User9753,Male,Tablet,Top,Entertainment,Night,1,0,46.0
306,User306,Non-Binary,Mobile,Bottom,Entertainment,Night,0,0,40.0
7609,User7609,Non-Binary,Tablet,Bottom,Entertainment,Morning,0,0,40.0
5748,User5748,Male,Desktop,Side,Entertainment,Morning,1,2,40.0
4639,User4639,Female,Mobile,Side,Education,Night,0,0,32.0
6849,User6849,Non-Binary,Mobile,Bottom,Entertainment,Night,1,0,40.0
3003,User3003,Non-Binary,Mobile,Bottom,Entertainment,Morning,0,0,64.0
3846,User3846,Non-Binary,Tablet,Bottom,Entertainment,Night,1,0,38.0
6144,User6144,Female,Desktop,Top,Entertainment,Afternoon,0,1,40.0
3375,User3375,Non-Binary,Mobile,Bottom,Education,Morning,1,0,52.0
8906,User8906,Male,Desktop,Top,Shopping,Night,1,2,40.0
6462,User6462,Female,Tablet,Side,Education,Evening,1,3,42.0
3230,User3230,Male,Mobile,Top,Entertainment,Morning,0,0,45.0
5988,User5988,Female,Desktop,Bottom,Entertainment,Afternoon,0,1,62.0
3246,User3246,Female,Mobile,Top,Education,Afternoon,1,3,42.0
9622,User9622,Non-Binary,Mobile,Side,Entertainment,Morning,0,0,40.0
1566,User1566,Non-Binary,Mobile,Side,News,Morning,0,0,56.0
9395,User9395,Female,Tablet,Top,Education,Evening,0,3,27.0
8749,User8749,Male,Desktop,Top,News,Morning,0,2,51.0
6576,User6576,Male,Desktop,Bottom,Entertainment,Morning,1,2,62.0
3225,User3225,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,40.0
2289,User2289,Female,Desktop,Bottom,Shopping,Morning,1,4,42.0
4754,User4754,Female,Tablet,Top,Education,Evening,0,3,41.0
8550,User8550,Female,Desktop,Top,Social Media,Morning,0,4,29.0
8228,User8228,Male,Mobile,Side,Entertainment,Morning,0,0,49.0
4370,User4370,Male,Tablet,Top,Education,Evening,0,3,42.0
1077,User1077,Non-Binary,Desktop,Top,Entertainment,Afternoon,1,1,40.0
4034,User4034,Female,Desktop,Top,Shopping,Night,1,2,43.0
8984,User8984,Non-Binary,Mobile,Side,Education,Afternoon,0,3,42.0
70,User70,Male,Desktop,Top,Entertainment,Night,0,2,23.0
58,User58,Male,Mobile,Side,Shopping,Morning,1,4,36.0
7229,User7229,Non-Binary,Mobile,Top,Social Media,Night,1,4,43.0
3548,User3548,Female,Tablet,Top,Education,Afternoon,0,3,57.0
3297,User3297,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
4981,User4981,Male,Tablet,Bottom,Shopping,Evening,1,4,42.0
1539,User1539,Female,Mobile,Bottom,Education,Evening,1,3,42.0
9902,User9902,Female,Mobile,Side,Entertainment,Night,0,0,61.0
8862,User8862,Female,Mobile,Top,Education,Afternoon,1,3,42.0
8948,User8948,Female,Mobile,Bottom,Education,Evening,1,3,25.0
1727,User1727,Female,Desktop,Bottom,Education,Night,0,2,45.0
8020,User8020,Female,Desktop,Top,Social Media,Morning,0,4,42.0
8101,User8101,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
8647,User8647,Female,Desktop,Side,Shopping,Morning,1,4,42.0
3430,User3430,Male,Desktop,Side,Social Media,Morning,1,4,61.0
9967,User9967,Female,Mobile,Top,Education,Evening,1,3,42.0
1064,User1064,Male,Desktop,Bottom,Entertainment,Morning,0,2,40.0
3473,User3473,Female,Desktop,Bottom,News,Night,0,2,40.0
3658,User3658,Male,Desktop,Side,Entertainment,Night,1,2,40.0
4497,User4497,Female,Tablet,Top,Education,Evening,0,3,48.0
513,User513,Female,Mobile,Top,Education,Evening,0,3,52.0
5412,User5412,Female,Desktop,Top,Entertainment,Evening,1,1,35.0
8783,User8783,Female,Desktop,Top,Entertainment,Morning,0,2,46.0
1141,User1141,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
4836,User4836,Female,Tablet,Top,Education,Evening,1,3,55.0
9157,User9157,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,40.0
4108,User4108,Non-Binary,Tablet,Top,Entertainment,Morning,1,0,36.0
749,User749,Non-Binary,Mobile,Top,News,Night,1,0,40.0
775,User775,Male,Mobile,Top,Shopping,Evening,1,4,42.0
7268,User7268,Female,Desktop,Bottom,News,Evening,1,1,28.0
3604,User3604,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,49.0
6287,User6287,Female,Tablet,Bottom,Entertainment,Morning,1,0,40.0
3062,User3062,Male,Desktop,Bottom,Entertainment,Evening,1,1,34.0
5671,User5671,Non-Binary,Mobile,Top,Entertainment,Night,0,0,61.0
4429,User4429,Non-Binary,Mobile,Top,Entertainment,Morning,1,0,34.0
2111,User2111,Female,Tablet,Bottom,Entertainment,Afternoon,0,3,42.0
1280,User1280,Male,Tablet,Bottom,News,Morning,0,0,28.0
3824,User3824,Male,Tablet,Side,Education,Evening,0,3,59.0
8101,User8101,Female,Desktop,Bottom,Entertainment,Afternoon,1,1,59.0
3333,User3333,Male,Tablet,Top,Education,Evening,1,3,30.0
5780,User5780,Female,Mobile,Bottom,Entertainment,Morning,1,0,40.0
8361,User8361,Female,Mobile,Side,News,Afternoon,1,3,41.0
3132,User3132,Male,Desktop,Side,Entertainment,Afternoon,0,1,51.0
1721,User1721,Non-Binary,Mobile,Side,Social Media,Afternoon,1,4,42.0
316,User316,Non-Binary,Desktop,Top,Social Media,Morning,1,4,42.0
3676,User3676,Female,Mobile,Top,Education,Evening,0,3,54.0
6724,User6724,Female,Desktop,Top,Entertainment,Evening,1,1,37.0
6679,User6679,Male,Tablet,Bottom,Entertainment,Night,1,0,26.0
670,User670,Female,Desktop,Top,Shopping,Afternoon,1,1,22.0
1188,User1188,Female,Desktop,Bottom,Entertainment,Evening,0,1,40.0
598,User598,Non-Binary,Mobile,Bottom,Education,Morning,0,0,50.0
606,User606,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
8942,User8942,Non-Binary,Mobile,Side,Entertainment,Morning,0,0,53.0
6019,User6019,Male,Desktop,Top,News,Morning,0,2,40.0
1214,User1214,Female,Mobile,Bottom,News,Evening,1,3,26.0
8647,User8647,Female,Desktop,Top,Entertainment,Morning,1,2,40.0
3245,User3245,Male,Desktop,Side,Entertainment,Afternoon,1,1,40.0
6094,User6094,Non-Binary,Tablet,Top,Social Media,Evening,1,4,42.0
675,User675,Female,Desktop,Bottom,Entertainment,Afternoon,0,1,40.0
8965,User8965,Female,Mobile,Bottom,Entertainment,Morning,1,0,25.0
9418,User9418,Male,Desktop,Side,News,Night,1,2,20.0
2529,User2529,Female,Desktop,Top,Entertainment,Night,1,2,40.0
4957,User4957,Male,Desktop,Side,Social Media,Evening,1,4,58.0
9062,User9062,Male,Desktop,Side,Entertainment,Night,0,2,26.0
3208,User3208,Female,Mobile,Side,Social Media,Morning,0,4,27.0
373,User373,Female,Mobile,Bottom,Education,Morning,1,0,34.0
3060,User3060,Non-Binary,Tablet,Bottom,News,Morning,1,0,40.0
4228,User4228,Male,Desktop,Side,Entertainment,Morning,1,2,40.0
3604,User3604,Non-Binary,Tablet,Bottom,News,Morning,1,0,49.0
1586,User1586,Non-Binary,Desktop,Top,Shopping,Morning,1,4,38.0
4086,User4086,Female,Desktop,Top,Entertainment,Morning,1,2,40.0
1631,User1631,Non-Binary,Mobile,Side,Shopping,Evening,0,4,53.0
3483,User3483,Male,Mobile,Side,News,Morning,1,4,20.0
6832,User6832,Non-Binary,Mobile,Bottom,Social Media,Morning,0,4,38.0
9766,User9766,Male,Desktop,Bottom,Shopping,Evening,1,4,31.0
8127,User8127,Male,Tablet,Bottom,Entertainment,Night,1,0,40.0
5932,User5932,Female,Desktop,Bottom,Education,Evening,0,1,40.0
8155,User8155,Male,Mobile,Side,Shopping,Evening,0,4,40.0
2964,User2964,Non-Binary,Mobile,Side,Entertainment,Night,1,0,40.0
5766,User5766,Male,Desktop,Side,Social Media,Morning,1,4,63.0
6811,User6811,Male,Mobile,Bottom,Education,Evening,1,3,24.0
6288,User6288,Female,Tablet,Bottom,News,Afternoon,1,3,61.0
8361,User8361,Female,Desktop,Bottom,News,Afternoon,1,1,41.0
1464,User1464,Male,Mobile,Side,Shopping,Morning,0,4,42.0
2289,User2289,Female,Desktop,Bottom,Entertainment,Morning,1,2,40.0
1768,User1768,Male,Desktop,Bottom,Entertainment,Morning,0,2,40.0
3652,User3652,Male,Desktop,Bottom,News,Night,0,2,55.0
3336,User3336,Non-Binary,Desktop,Bottom,Entertainment,Morning,1,2,26.0
8682,User8682,Male,Mobile,Bottom,Social Media,Night,0,4,42.0
7993,User7993,Non-Binary,Mobile,Bottom,Social Media,Morning,1,4,42.0
4697,User4697,Non-Binary,Mobile,Side,Entertainment,Morning,1,0,40.0
6343,User6343,Female,Tablet,Side,Education,Evening,0,3,42.0
5347,User5347,Female,Tablet,Bottom,Education,Evening,0,3,42.0
8726,User8726,Female,Desktop,Side,Entertainment,Morning,1,2,62.0
9608,User9608,Non-Binary,Mobile,Bottom,Entertainment,Night,0,0,56.0
1971,User1971,Male,Desktop,Side,Education,Night,0,2,40.0
5329,User5329,Male,Tablet,Side,Education,Evening,1,3,54.0
5329,User5329,Male,Tablet,Top,Education,Evening,1,3,54.0
5066,User5066,Non-Binary,Mobile,Side,Entertainment,Morning,1,0,40.0
62,User62,Male,Tablet,Side,Education,Afternoon,0,3,42.0
5100,User5100,Male,Mobile,Side,Shopping,Morning,1,4,42.0
4268,User4268,Male,Mobile,Bottom,Shopping,Night,0,4,33.0
1141,User1141,Male,Desktop,Bottom,Entertainment,Afternoon,1,1,37.0
5876,User5876,Male,Desktop,Top,Entertainment,Morning,0,2,55.0
9893,User9893,Female,Tablet,Bottom,News,Morning,0,0,40.0
2046,User2046,Male,Desktop,Side,Entertainment,Morning,0,2,40.0
9204,User9204,Female,Mobile,Bottom,Shopping,Afternoon,0,4,42.0
9660,User9660,Male,Desktop,Top,Social Media,Night,1,4,42.0
9419,User9419,Male,Mobile,Side,Social Media,Afternoon,1,4,64.0
284,User284,Non-Binary,Tablet,Side,Shopping,Afternoon,1,3,42.0
9422,User9422,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
9358,User9358,Male,Mobile,Bottom,Shopping,Evening,0,4,47.0
1706,User1706,Non-Binary,Tablet,Bottom,Shopping,Night,1,0,40.0
5418,User5418,Male,Mobile,Top,Entertainment,Evening,1,3,34.0
8308,User8308,Female,Mobile,Bottom,Education,Afternoon,0,3,26.0
4742,User4742,Male,Desktop,Bottom,Entertainment,Night,1,2,31.0
7313,User7313,Non-Binary,Desktop,Side,Entertainment,Night,1,2,40.0
6811,User6811,Male,Mobile,Bottom,Education,Evening,1,3,24.0
8965,User8965,Female,Mobile,Bottom,Social Media,Evening,1,4,25.0
4976,User4976,Female,Mobile,Bottom,Entertainment,Morning,1,0,34.0
4222,User4222,Male,Desktop,Side,Entertainment,Night,0,2,59.0
2431,User2431,Male,Desktop,Top,Entertainment,Night,1,2,54.0
250,User250,Non-Binary,Mobile,Side,News,Morning,1,4,42.0
5690,User5690,Male,Tablet,Side,Shopping,Morning,0,4,34.0
8233,User8233,Female,Mobile,Side,Education,Afternoon,0,3,42.0
9801,User9801,Female,Desktop,Bottom,Entertainment,Night,0,2,40.0
4845,User4845,Female,Desktop,Bottom,Social Media,Afternoon,0,4,57.0
7138,User7138,Male,Mobile,Top,Social Media,Night,1,4,26.0
6493,User6493,Non-Binary,Desktop,Bottom,Entertainment,Evening,0,1,63.0
8822,User8822,Non-Binary,Tablet,Bottom,Entertainment,Morning,0,0,30.0
8789,User8789,Female,Desktop,Top,Entertainment,Evening,1,1,40.0
5174,User5174,Female,Mobile,Side,Education,Evening,0,3,42.0
9499,User9499,Female,Mobile,Bottom,Social Media,Morning,1,4,42.0
2309,User2309,Non-Binary,Tablet,Bottom,Entertainment,Night,1,0,22.0
3601,User3601,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1,1,40.0
4254,User4254,Male,Desktop,Bottom,Entertainment,Night,1,2,19.0
1265,User1265,Male,Mobile,Bottom,Shopping,Night,0,4,42.0
105,User105,Non-Binary,Desktop,Side,Entertainment,Night,0,2,40.0
5460,User5460,Female,Desktop,Top,Education,Afternoon,0,1,40.0
8174,User8174,Female,Mobile,Top,Education,Afternoon,1,3,42.0
1370,User1370,Female,Desktop,Bottom,Entertainment,Night,1,2,40.0
4034,User4034,Female,Desktop,Top,Shopping,Night,1,2,40.0
4552,User4552,Non-Binary,Desktop,Bottom,Entertainment,Night,0,2,40.0
7661,User7661,Male,Mobile,Side,News,Morning,1,4,48.0
9397,User9397,Female,Desktop,Top,Entertainment,Evening,1,1,19.0
4007,User4007,Male,Desktop,Top,Shopping,Morning,0,4,42.0
1619,User1619,Female,Desktop,Side,Entertainment,Evening,0,1,37.0
9400,User9400,Non-Binary,Mobile,Bottom,Entertainment,Night,1,0,40.0
6365,User6365,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
6906,User6906,Non-Binary,Mobile,Top,Education,Evening,1,3,42.0
3225,User3225,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,40.0
6654,User6654,Female,Desktop,Top,Education,Afternoon,1,1,33.0
691,User691,Non-Binary,Desktop,Top,Entertainment,Morning,0,2,40.0
301,User301,Male,Tablet,Side,Social Media,Evening,1,4,59.0
6237,User6237,Non-Binary,Mobile,Bottom,News,Morning,1,0,32.0
7730,User7730,Male,Mobile,Side,Education,Evening,0,3,42.0
7942,User7942,Male,Tablet,Top,Education,Night,0,0,29.0
1214,User1214,Female,Mobile,Bottom,Education,Evening,1,3,42.0
3846,User3846,Non-Binary,Desktop,Bottom,Entertainment,Night,1,2,38.0
5412,User5412,Female,Mobile,Top,Education,Evening,1,3,42.0
2904,User2904,Non-Binary,Desktop,Side,Shopping,Morning,0,4,42.0
9894,User9894,Female,Mobile,Top,Education,Afternoon,1,3,42.0
815,User815,Male,Desktop,Bottom,Entertainment,Night,0,2,60.0
6906,User6906,Non-Binary,Desktop,Top,Entertainment,Morning,1,2,40.0
7431,User7431,Male,Mobile,Bottom,Education,Evening,0,3,62.0
3644,User3644,Female,Mobile,Side,Entertainment,Evening,1,3,42.0
8561,User8561,Male,Desktop,Bottom,Entertainment,Evening,1,1,52.0
9855,User9855,Male,Desktop,Bottom,News,Morning,1,2,40.0
8843,User8843,Male,Desktop,Top,Entertainment,Evening,0,1,40.0
1561,User1561,Non-Binary,Mobile,Top,Entertainment,Night,0,0,56.0
983,User983,Female,Mobile,Bottom,Entertainment,Night,0,0,40.0
5580,User5580,Non-Binary,Mobile,Side,Entertainment,Morning,0,0,58.0
745,User745,Female,Desktop,Bottom,Entertainment,Evening,0,1,38.0
5425,User5425,Non-Binary,Mobile,Side,Entertainment,Morning,1,0,40.0
3740,User3740,Non-Binary,Tablet,Side,Social Media,Morning,1,4,42.0
2272,User2272,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,52.0
6826,User6826,Female,Tablet,Top,Education,Evening,0,3,43.0
7152,User7152,Male,Desktop,Side,Entertainment,Morning,1,2,32.0
4697,User4697,Female,Mobile,Side,Entertainment,Afternoon,1,3,42.0
8253,User8253,Male,Desktop,Bottom,Entertainment,Night,1,2,57.0
3037,User3037,Non-Binary,Mobile,Side,Entertainment,Morning,1,0,36.0
5881,User5881,Non-Binary,Desktop,Top,Entertainment,Morning,1,2,26.0
6586,User6586,Female,Desktop,Side,Entertainment,Evening,0,1,57.0
4312,User4312,Female,Desktop,Bottom,Entertainment,Afternoon,0,1,40.0
4021,User4021,Male,Desktop,Bottom,Entertainment,Morning,1,2,38.0
234,User234,Male,Tablet,Bottom,Social Media,Morning,1,4,19.0
5783,User5783,Female,Desktop,Bottom,Education,Evening,1,1,40.0
8174,User8174,Female,Mobile,Top,Education,Afternoon,1,3,20.0
4416,User4416,Non-Binary,Mobile,Top,Entertainment,Morning,0,0,24.0
5579,User5579,Non-Binary,Mobile,Side,Shopping,Evening,1,4,42.0
1305,User1305,Female,Tablet,Top,News,Night,1,0,40.0
6576,User6576,Female,Desktop,Bottom,Entertainment,Night,1,2,62.0
8948,User8948,Non-Binary,Mobile,Bottom,Education,Morning,1,0,25.0
8791,User8791,Male,Desktop,Top,Entertainment,Night,0,2,40.0
9676,User9676,Non-Binary,Mobile,Top,Entertainment,Morning,1,0,21.0
8208,User8208,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,40.0
4620,User4620,Male,Desktop,Side,Entertainment,Night,1,2,43.0
5413,User5413,Female,Mobile,Bottom,Entertainment,Morning,0,0,53.0
6167,User6167,Male,Mobile,Side,Shopping,Night,1,4,20.0
9841,User9841,Non-Binary,Mobile,Side,Entertainment,Morning,0,0,40.0
5005,User5005,Male,Desktop,Top,Entertainment,Morning,1,2,49.0
3966,User3966,Male,Tablet,Top,Shopping,Night,0,4,28.0
9231,User9231,Male,Desktop,Top,Shopping,Evening,1,4,21.0
6854,User6854,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
5085,User5085,Non-Binary,Tablet,Top,News,Night,1,0,40.0
1325,User1325,Female,Desktop,Side,Entertainment,Evening,1,1,40.0
503,User503,Male,Desktop,Side,Social Media,Morning,1,4,43.0
1706,User1706,Non-Binary,Tablet,Bottom,Entertainment,Night,1,0,40.0
8081,User8081,Non-Binary,Tablet,Bottom,Entertainment,Night,1,0,38.0
4348,User4348,Female,Desktop,Top,Shopping,Afternoon,1,1,62.0
6487,User6487,Male,Desktop,Side,Entertainment,Night,1,2,19.0
4933,User4933,Female,Mobile,Top,Entertainment,Morning,0,0,40.0
5596,User5596,Male,Tablet,Top,Social Media,Afternoon,1,4,43.0
3803,User3803,Female,Mobile,Top,Education,Morning,1,0,40.0
9422,User9422,Non-Binary,Mobile,Side,Entertainment,Night,1,0,40.0
5630,User5630,Male,Tablet,Bottom,Shopping,Morning,0,4,42.0
8832,User8832,Male,Desktop,Side,Entertainment,Night,1,2,49.0
7962,User7962,Female,Tablet,Top,Education,Afternoon,1,3,58.0
7547,User7547,Female,Desktop,Bottom,Entertainment,Night,0,2,37.0
